78.0831,2.875204,-9.960997
78.02487,3.009932,-9.911593
77.91495,3.240736,-9.81833
77.75962,3.5413,-9.68655
77.53487,3.884965,-9.495863
77.26846,4.348736,-9.26984
76.95075,4.896214,-9.000289
76.57507,5.460672,-8.681558
76.15858,6.15545,-8.328203
75.68794,6.941023,-7.928902
75.16199,7.698878,-7.482675
74.59106,8.63654,-6.998296
73.96931,9.50925,-6.47079
73.29205,10.44991,-5.896197
72.5621,11.63243,-5.2769
71.78835,12.88338,-4.620433
70.96181,14.02064,-3.919192
70.084,15.21784,-3.174442
69.14973,16.4877,-2.381793
68.17757,18.03748,-1.557006
67.16348,19.65344,-0.6966305
66.11241,21.32427,0.1951047
65.02325,23.05308,1.119169
63.89909,24.83295,2.072918
62.74076,26.96704,3.055663
61.54291,28.86937,4.071931
60.30635,30.50492,5.121042
59.0307,32.52104,6.203322
57.67022,33.63233,7.357573
56.28315,35.8259,8.53438
54.87281,38.43276,9.730929
53.44092,41.08022,10.94577
51.98843,43.36458,12.17807
50.51208,46.09206,13.43063
49.00561,48.46064,14.70873
47.46178,50.89264,16.01854
45.89784,53.34701,17.34541
44.31737,56.2715,18.6863
42.63739,56.58923,20.11161
40.83498,55.42267,21.64081
39.02144,58.83238,23.17943
37.19334,62.27145,24.73042
35.35388,65.73229,26.29104
33.50031,69.22208,27.86364
31.60298,71.09991,29.47335
29.58496,69.56007,31.18546
27.55867,72.81148,32.9046
25.52234,76.7131,34.63224
23.47682,79.98655,36.36768
21.41929,83.93584,38.11332
19.35486,87.23283,39.86481
17.27368,90.55897,41.63051
15.18243,93.89787,43.40475
13.0809,97.25092,45.18772
10.9729,101.3232,46.97617
8.854136,104.7021,48.77376
6.730309,108.0839,50.57564
4.60048,111.4719,52.38261
2.465472,115.6209,54.19398
0.3278807,119.0152,56.00754
-1.813563,122.4122,57.82437
-3.95656,126.5937,59.64251
-6.10128,129.9889,61.46212
-8.244344,134.1805,63.28032
-10.38808,137.5649,65.09909
-12.53001,141.7658,66.91634
-14.67295,145.1424,68.73443
-16.81764,148.5216,70.55402
-18.95759,151.8863,72.36958
-21.09248,156.1038,74.18085
-23.21975,159.433,75.98565
-25.34222,163.636,77.78638
-27.45511,167.821,79.57898
-29.55852,171.9885,81.36354
-31.65242,175.2294,83.14003
-33.73969,179.376,84.91089
-35.81799,182.5794,86.67415
-37.89047,186.7114,88.43246
-39.95276,189.8783,90.18214
-42.00323,193.9768,91.92178
-44.04656,197.101,93.65536
-46.07764,201.1758,95.37856
-48.09856,204.2492,97.09313
-50.11028,207.3058,98.7999
-52.11439,210.3513,100.5002
-54.11247,213.3915,102.1954
-56.13528,211.3103,103.9116
-58.14806,214.4533,105.6192
-60.14396,218.6341,107.3126
-62.12413,222.7851,108.9926
-64.08522,226.8961,110.6564
-66.02988,229.8799,112.3063
-67.95699,233.9355,113.9413
-69.86691,237.9577,115.5617
-71.7654,239.7175,117.1724
-73.64957,242.5887,118.7709
-75.5165,246.5768,120.3549
-77.36893,249.3853,121.9265
-79.20357,252.1613,123.483
-81.02018,256.0836,125.0243
-82.81896,258.7854,126.5504
-84.60067,262.6567,128.062
-86.3609,266.4815,129.5554
-88.10456,269.0644,131.0347
-89.83142,271.6216,132.4998
-91.53645,275.371,133.9464
-93.22382,277.8447,135.378
-94.89124,280.2826,136.7926
-96.54242,282.6991,138.1935
-98.17191,286.3511,139.576
-99.781,289.9607,140.9412
-101.3689,293.5247,142.2884
-102.9399,294.456,143.6212
-104.4941,296.6853,144.9398
-106.0291,298.8843,146.2422
-107.5451,302.3917,147.5283
-109.0395,304.5064,148.7962
-110.5156,306.5956,150.0485
-111.9711,310.0177,151.2834
-113.4072,312.0254,152.5018
-114.8228,313.9991,153.7028
-116.2197,315.9472,154.888
-117.5976,317.8684,156.057
-118.9563,321.1822,157.2097
-120.2946,323.0232,158.3452
-121.6125,324.8318,159.4633
-122.909,328.0525,160.5632
-124.1857,329.7722,161.6464
-125.4419,332.9276,162.7122
-126.6796,334.5683,163.7623
-127.8987,336.1855,164.7966
-129.0987,337.7765,165.8147
-130.2801,339.3433,166.817
-131.441,342.3983,167.802
-132.5836,342.3519,168.7713
-133.7074,343.8383,169.7248
-134.8125,346.8542,170.6623
-135.8981,348.2599,171.5834
-136.9654,349.6425,172.4889
-138.0139,350.9992,173.3785
-139.0445,352.334,174.2528
-140.0568,353.6452,175.1117
-141.051,354.9328,175.9552
-142.0268,356.1949,176.7831
-142.9848,357.4339,177.5958
-143.9248,358.6494,178.3934
-144.8468,361.5025,179.1756
-145.7508,362.6353,179.9426
-146.6371,363.7432,180.6945
-147.5056,364.8261,181.4314
-148.3558,367.5823,182.1527
-149.1889,368.5775,182.8595
-150.0036,371.2625,183.5507
-150.8008,373.8922,184.2271
-151.5803,376.464,184.8884
-152.3426,378.9814,185.5351
-153.0876,381.4412,186.1672
-153.8156,383.8442,186.7848
-154.527,386.1942,187.3884
-155.2224,388.4928,187.9784
-155.9017,390.7383,188.5547
-156.5658,391.1475,189.1181
-157.2147,393.3401,189.6686
-157.8479,395.4787,190.2059
-158.4664,397.5688,190.7306
-159.0704,399.6116,191.243
-159.6597,401.6043,191.743
-160.235,403.5513,192.2311
-160.7963,405.4511,192.7073
-161.3444,405.4573,193.1723
-161.8792,407.3181,193.626
-162.4011,409.1369,194.0688
-162.9104,410.9143,194.5009
-163.4073,410.7659,194.9225
